			Temp	Pulses	ElapsedIn	ElapsedOut	LpH		In	Out	Total	
LpH	5,68											
Temp	0											
Pulses	1333											
ElapsedIn	746											
ElapsedOut	1103											
LpH	5,67											
Temp	0											
Pulses	1334											
ElapsedIn	737											
ElapsedOut	1103											
LpH	5,7											
Temp	0											
Pulses	1335											
ElapsedIn	730											
ElapsedOut	1103											
LpH	5,54											
Temp	0											
Pulses	1335											
ElapsedIn	730											
ElapsedOut	1115											
LpH	5,36											
Temp	0											
Pulses	1336											
ElapsedIn	721											
ElapsedOut	1115											
LpH	5,46											
Temp	0											
Pulses	1336											
ElapsedIn	721											
ElapsedOut	1110											
LpH	5,58											
Temp	0											
Pulses	1337											
ElapsedIn	685											
ElapsedOut	1110											
LpH	5,72											
Temp	0											
Pulses	1338											
ElapsedIn	742											
ElapsedOut	1110											
LpH	5,72											
Temp	0											
Pulses	1338											
ElapsedIn	742											
ElapsedOut	1112											
LpH	5,69											
Temp	0											
Pulses	1339											
ElapsedIn	712											
ElapsedOut	1112											
LpH	5,81											
Temp	0											
Pulses	1339											
ElapsedIn	712											
ElapsedOut	1114											
LpH	5,95											
Temp	0											
Pulses	1340											
ElapsedIn	758											
ElapsedOut	1114											
LpH	5,9											
Temp	0											
Pulses	1341											
ElapsedIn	754											
ElapsedOut	1114											
LpH	5,84											
Temp	0											
Pulses	1341											
ElapsedIn	754											
ElapsedOut	1108											
LpH	5,74											
Temp	0											
Pulses	1342											
ElapsedIn	696											
ElapsedOut	1108											
LpH	5,82											
Temp	0											
Pulses	1342											
ElapsedIn	696											
ElapsedOut	1113											
LpH	5,92											
Temp	0											
Pulses	1343											
ElapsedIn	721											
ElapsedOut	1113											
LpH	5,79											
Temp	0											
Pulses	1344											
ElapsedIn	719											
ElapsedOut	1113											
LpH	5,88											
Temp	0											
Pulses	1344											
ElapsedIn	719											
ElapsedOut	1108											
LpH	5,95											
Temp	0											
Pulses	1345											
ElapsedIn	729											
ElapsedOut	1108											
LpH	5,88											
Temp	0											
Pulses	1345											
ElapsedIn	729											
ElapsedOut	1124											
LpH	5,84											
Temp	0											
Pulses	1346											
ElapsedIn	745											
ElapsedOut	1124											
LpH	5,9											
Temp	0											
Pulses	1347											
ElapsedIn	715											
ElapsedOut	1124											
LpH	6,05											
Temp	0											
Pulses	1347											
ElapsedIn	715											
ElapsedOut	1109											
LpH	6,19											
Temp	0											
Pulses	1348											
ElapsedIn	728											
ElapsedOut	1109											
LpH	6,08											
Temp	0											
Pulses	1349											
ElapsedIn	701											
ElapsedOut	1109											
LpH	6,05											
Temp	0											
Pulses	1349											
ElapsedIn	701											
ElapsedOut	1124											
LpH	6,14											
Temp	0											
Pulses	1350											
ElapsedIn	761											
ElapsedOut	1124											
LpH	6,02											
Temp	0											
Pulses	1350											
ElapsedIn	761											
ElapsedOut	1103											
LpH	5,86											
Temp	0											
Pulses	1351											
ElapsedIn	738											
ElapsedOut	1103											
LpH	5,82											
Temp	0											
Pulses	1352											
ElapsedIn	698											
ElapsedOut	1103											
LpH	5,9											
Temp	0											
Pulses	1352											
ElapsedIn	698											
ElapsedOut	1120											
LpH	6,06											
Temp	0											
Pulses	1353											
ElapsedIn	676											
ElapsedOut	1120											
LpH	6,21											
Temp	0											
Pulses	1353											
ElapsedIn	676											
ElapsedOut	1111											
LpH	6,37											
Temp	0											
Pulses	1354											
ElapsedIn	643											
ElapsedOut	1111											
LpH	6,71											
Temp	0											
Pulses	1355											
ElapsedIn	789											
ElapsedOut	1111											
LpH	6,42											
Temp	0											
Pulses	1355											
ElapsedIn	789											
ElapsedOut	1113											
LpH	6,09											
Temp	0											
Pulses	1356											
ElapsedIn	722											
ElapsedOut	1113											
LpH	6,21											
Temp	0											
Pulses	1356											
ElapsedIn	722											
ElapsedOut	1114											
LpH	6,36											
Temp	0											
Pulses	1357											
ElapsedIn	702											
ElapsedOut	1114											
LpH	6,52											
Temp	0											
Pulses	1358											
ElapsedIn	687											
ElapsedOut	1114											
LpH	6,58											
Temp	0											
Pulses	1358											
ElapsedIn	687											
ElapsedOut	1108											
LpH	6,6											
Temp	0											
Pulses	1359											
ElapsedIn	682											
ElapsedOut	1108											
LpH	6,55											
Temp	0											
Pulses	1360											
ElapsedIn	676											
ElapsedOut	1108											
LpH	6,55											
Temp	0											
Pulses	1360											
ElapsedIn	676											
ElapsedOut	1115											
LpH	6,41											
Temp	0											
Pulses	1361											
ElapsedIn	741											
ElapsedOut	1115											
LpH	6,58											
Temp	0											
Pulses	1361											
ElapsedIn	741											
ElapsedOut	1105											
LpH	6,72											
Temp	0											
Pulses	1362											
ElapsedIn	693											
ElapsedOut	1105											
LpH	6,81											
Temp	0											
Pulses	1363											
ElapsedIn	745											
ElapsedOut	1105											
LpH	6,71											
Temp	0											
Pulses	1363											
ElapsedIn	745											
ElapsedOut	1116											
LpH	6,56											
Temp	0											
Pulses	1364											
ElapsedIn	758											
ElapsedOut	1116											
LpH	6,31											
Temp	0											
Pulses	1364											
ElapsedIn	758											
ElapsedOut	1105											
LpH	6,04											
Temp	0											
Pulses	1365											
ElapsedIn	741											
ElapsedOut	1105											
LpH	5,82											
Temp	0											
Pulses	1366											
ElapsedIn	681											
ElapsedOut	1105											
LpH	5,79											
Temp	0											
Pulses	1366											
ElapsedIn	681											
ElapsedOut	1117											
LpH	5,77											
Temp	0											
Pulses	1367											
ElapsedIn	677											
ElapsedOut	1117											
LpH	6,02											
Temp	0											
Pulses	1367											
ElapsedIn	677											
ElapsedOut	1110											
LpH	6,27											
Temp	0											
Pulses	1368											
ElapsedIn	678											
ElapsedOut	1110											
LpH	6,34											
Temp	0											
Pulses	1369											
ElapsedIn	688											
ElapsedOut	1110											
LpH	6,56											
Temp	0											
Pulses	1369											
ElapsedIn	688											
ElapsedOut	1106											
LpH	6,75											
Temp	0											
Pulses	1370											
ElapsedIn	744											
ElapsedOut	1106											
LpH	6,78											
Temp	0											
Pulses	1370											
ElapsedIn	744											
ElapsedOut	1117											
LpH	6,85											
Temp	0											
Pulses	1371											
ElapsedIn	672											
ElapsedOut	1117											
LpH	7,13											
Temp	0											
Pulses	1372											
ElapsedIn	766											
ElapsedOut	1117											
LpH	6,85											
Temp	0											
Pulses	1372											
ElapsedIn	766											
ElapsedOut	1105											
LpH	6,52											
Temp	0											
Pulses	1373											
ElapsedIn	680											
ElapsedOut	1105											
LpH	6,48											
Temp	0											
Pulses	1374											
ElapsedIn	681											
ElapsedOut	1105											
LpH	6,46											
Temp	0											
Pulses	1374											
ElapsedIn	681											
ElapsedOut	1121											
LpH	6,46											
Temp	0											
Pulses	1375											
ElapsedIn	699											
ElapsedOut	1121											
LpH	6,44											
Temp	0											
Pulses	1375											
ElapsedIn	699											
ElapsedOut	1106											
LpH	6,4											
Temp	0											
Pulses	1376											
ElapsedIn	735											
ElapsedOut	1106											
LpH	6,43											
Temp	0											
Pulses	1377											
ElapsedIn	698											
ElapsedOut	1106											
LpH	6,58											
Temp	0											
Pulses	1377											
ElapsedIn	698											
ElapsedOut	1113											
LpH	6,46											
Temp	0											
Pulses	1378											
ElapsedIn	751											
ElapsedOut	1113											
LpH	6,51											
Temp	0											
Pulses	1378											
ElapsedIn	751											
ElapsedOut	1119											
LpH	6,58											
Temp	0											
Pulses	1379											
ElapsedIn	739											
ElapsedOut	1119											
LpH	6,38											
Temp	0											
Pulses	1380											
ElapsedIn	799											
ElapsedOut	1119											
LpH	6											
Temp	0											
Pulses	1380											
ElapsedIn	799											
ElapsedOut	1175											
LpH	5,68											
Temp	0											
Pulses	1381											
ElapsedIn	816											
ElapsedOut	1175											
LpH	5,38											
Temp	0											
Pulses	1381											
ElapsedIn	816											
ElapsedOut	1217											
LpH	5,18											
Temp	0											
Pulses	1382											
ElapsedIn	825											
ElapsedOut	1217											
LpH	5,09											
Temp	0											
Pulses	1383											
ElapsedIn	885											
ElapsedOut	1217											
LpH	4,7											
Temp	0											
Pulses	1383											
ElapsedIn	885											
ElapsedOut	1236											
LpH	4,32											
Temp	0											
Pulses	1384											
ElapsedIn	807											
ElapsedOut	1236											
LpH	4,35											
Temp	0											
Pulses	1384											
ElapsedIn	807											
ElapsedOut	1225											
LpH	4,35											
Temp	0											
Pulses	1385											
ElapsedIn	831											
ElapsedOut	1225											
LpH	4,24											
Temp	0											
Pulses	1386											
ElapsedIn	817											
ElapsedOut	1225											
LpH	4,36											
Temp	0											
Pulses	1386											
ElapsedIn	817											
ElapsedOut	1245											
LpH	4,42											
Temp	0											
Pulses	1387											
ElapsedIn	854											
ElapsedOut	1245											
LpH	4,42											
Temp	0											
Pulses	1387											
ElapsedIn	854											
ElapsedOut	1226											
LpH	4,33											
Temp	0											
Pulses	1388											
ElapsedIn	893											
ElapsedOut	1226											
LpH	4,17											
Temp	0											
Pulses	1389											
ElapsedIn	830											
ElapsedOut	1226											
LpH	4,33											
Temp	0											
Pulses	1389											
ElapsedIn	830											
ElapsedOut	1246											
LpH	4,48											
Temp	0											
Pulses	1390											
ElapsedIn	840											
ElapsedOut	1246											
LpH	4,4											
Temp	0											
Pulses	1390											
ElapsedIn	840											
ElapsedOut	1223											
LpH	4,31											
Temp	0											
Pulses	1391											
ElapsedIn	1030											
ElapsedOut	1223											
LpH	3,87											
Temp	0											
Pulses	1391											
ElapsedIn	1030											
ElapsedOut	1236											
LpH	3,4											
Temp	0											
Pulses	1392											
ElapsedIn	826											
ElapsedOut	1236											
LpH	3,36											
Temp	0											
Pulses	1393											
ElapsedIn	837											
ElapsedOut	1236											
LpH	3,4											
Temp	0											
Pulses	1393											
ElapsedIn	837											
ElapsedOut	1233											
LpH	3,45											
Temp	0											
Pulses	1394											
ElapsedIn	819											
ElapsedOut	1233											
LpH	3,65											
Temp	0											
Pulses	1394											
ElapsedIn	819											
ElapsedOut	1232											
LpH	3,69											
Temp	0											
Pulses	1395											
